"","M.cap.1.1.Out","M.cap.1.2.Out","M.cap.1.3.Out","A.yong.1.1.Out","A.yong.1.2.Out","A.yong.1.3.Out","T.ren.1.1.Out","T.ren.1.2.Out","T.ren.1.3.Out","M.cap.2.1.Out","M.cap.2.2.Out","M.cap.2.3.Out","M.dig.2.1.Out","M.dig.2.2.Out","M.dig.2.3.Out","M.cap.3.1.Out","M.cap.3.2.Out","M.cap.3.3.Out","A.mill.1.1.Out","A.mill.1.2.Out","A.mill.1.3.Out","A.hum.1.1.Out","A.hum.1.2.Out","A.hum.1.3.Out","Acro.1.1.Out","Acro.1.2.Out","Acro.1.3.Out","Acro.2.1.Out","Acro.2.2.Out","Acro.2.3.Out","Pav.1.1.Out","Pav.1.2.Out","Pav.1.3.Out","T.ren.2.1.Out","T.ren.2.2.Out","T.ren.2.3.Out","Psam.1.1.Out","Psam.1.2.Out","Psam.1.3.Out","P.dam.2.1.Out","P.dam.2.2.Out","P.dam.2.3.Out","P.dam.3.1.Out","P.dam.3.2.Out","P.dam.3.3.Out","Cyph.1.1.Out","Cyph.1.2.Out","Cyph.1.3.Out","A.hum.2.1.In","A.hum.2.2.In","A.hum.2.3.In","M.cap.3.1.In","M.cap.3.2.In","M.cap.3.3.In","M.cap.2.1.In","M.cap.2.2.In","M.cap.2.3.In","T.ren.1.1.In","T.ren.1.2.In","T.ren.1.3.In"
"NPQ.4.1",0.074248709,0.103951303,0.171602428,0.044715149,0.052333437,0.06004498,0.091201971,0.042764414,0.035393697,0.080820084,0.078790487,0.068616802,0.088549393,0.130378032,0.081018451,0.281550861,0.410271675,0.242551519,0.27080426,0.241723429,0.362544074,0.076762824,0.164507961,0.105121009,0.020214303,0.071074588,0.161622285,0.241053502,0.458439357,0.312416315,0.048304555,0.022517828,0.063841064,0.149840817,0.034795339,0.213001575,0.163053876,0.101874244,0.114798363,0.15408912,0.053007418,0.049565458,0.116176936,0.15763478,0.095482497,0.034170826,0.026280475,0.034829558,0.133039649,0.049659215,0.087077361,0.187175123,0.149795952,0.209931015,0.151303538,0.182842231,0.152342689,0.129005281,0.093480429,0.162590121
"qP.4.1",0.393376845,0.374192864,0.439230912,0.307777574,0.27327085,0.296406534,0.37375543,0.32177619,0.23433032,0.266720775,0.216489997,0.204870397,0.229455269,0.280945131,0.287587765,0.517737088,0.605152539,0.527981062,0.648804836,0.6926128,0.806054775,0.303659524,0.446005412,0.328052024,0.179623398,0.29575055,0.505798015,0.541379608,0.674916556,0.524425788,0.375046983,0.290261453,0.333081277,0.415087443,0.250267838,0.51535006,0.597760864,0.513555971,0.460512366,0.516732578,0.269685935,0.400545764,0.430074189,0.718648328,0.473825654,0.37468979,0.35426688,0.400840765,0.378740939,0.253183001,0.309864074,0.469962421,0.411812281,0.496521672,0.398650097,0.423723666,0.414710212,0.554172528,0.458449427,0.572993289
"ABQ.4.1",0.231869301,0.276892332,0.214320606,0.245833569,0.337974708,0.217634835,0.129411169,0.126798019,0.012214028,0.388695347,0.257822505,0.325775628,0.333571082,0.056559776,0.234048569,0.264668542,0,0.261031402,0.09557732,0.219513029,0.122831012,0.271908669,0.275920453,0.269875708,0.130802996,0.301183579,0.219897696,0.122651304,0.237908992,0.212391754,0.139666647,0.266416564,0.223543826,0,0.306141257,0.165221406,0.098094763,0.197383599,0.082836739,0.250326734,0.368731739,0.251598007,0.314577297,0.279999773,0.170803812,0.168927047,0.209693763,0.173731119,0.369951603,0.312804007,0.30118934,0.205394959,0.375659397,0.271394338,0.283396792,0.196656903,0.353124261,0.09213509,0.160009792,0.169460275
"Quant.5.1",0.202640212,0.182746012,0.173123808,0.167486406,0.143653942,0.155697557,0.151580642,0.153163781,0.117270638,0.112469079,0.100476059,0.087533504,0.126411883,0.110169602,0.160162965,0.119542558,0.120104258,0.170783335,0.151991963,0.20619249,0.185187926,0.158760911,0.203141711,0.125377698,0.125022838,0.150908679,0.191112081,0.174707795,0.167725597,0.139506847,0.151704239,0.154368696,0.160329561,0.138886642,0.145934922,0.155626214,0.162315447,0.194753068,0.15095365,0.171341282,0.131453494,0.169399849,0.195107494,0.22571151,0.203343002,0.195338196,0.180146357,0.188886626,0.161836827,0.123447749,0.135319886,0.162979849,0.137370029,0.141861233,0.123611424,0.128200427,0.124041197,0.210055561,0.194490267,0.185930847
"Sigma.5.1",2.139154583,2.015022482,2.076831798,2.255253331,2.559033005,2.884609256,3.025001999,2.518234394,2.408545157,3.765828919,2.947956852,3.703682101,3.741563737,3.120738676,2.759629872,2.065448253,2.019396954,2.092181765,3.160277586,3.174762846,2.993475103,2.648064225,3.36738639,3.008130274,2.662122974,2.833085016,2.091973094,2.983372434,3.212974748,2.809384083,3.262288378,2.347493815,1.990449771,2.292982303,3.216269567,2.583681285,2.834853933,2.848018145,2.499594358,3.150184815,2.974861439,3.210413592,2.306700404,3.184488078,3.110229328,2.453397794,3.851864166,2.801086206,3.276862497,2.695055741,2.964448407,2.834259072,2.233753742,2.133675932,2.969689113,3.195534886,2.555411836,2.247367555,2.656862464,2.589468958
"Connect.5.1",0.260383535,0.152995839,0.283915597,0.259937302,0.205886595,0.248757665,0.275467206,0.351097957,0.216949064,0.310043566,0,0.173433879,0.187135973,0.466458417,0.293684899,0.167300787,0.223140244,0.178874342,0.045831918,0,0.317596233,0.287767877,0.037674987,0.321060116,0.176099557,0.143147728,0.058866797,0.146276428,0.036904188,0.133193254,0.281375573,0,0.157187731,0.304547138,0.004499375,0.270739417,0.143476888,0,0.179313636,0.193335156,0.386727946,0.28898302,0,0.073994049,0.077450635,0.250718143,0.094188936,0,0.154633043,0.060215223,0.332524634,0.030489652,0.222760471,0.222345198,0.188606045,0.151631359,0.097905157,0.162920481,0.261962585,0.406416768
"Tau1.5.1",1210.643008,1327.992415,1213.79976,1687.556684,1583.845811,1532.380513,1625.14393,1319.983535,1713.322191,1380.346524,1430.85711,1808.635854,1523.609908,1559.842844,1389.084069,1065.988187,1021.926413,988.7518237,1567.750549,1050.204688,1166.501312,1141.224248,1363.851896,1332.983178,2133.363108,1628.004075,1514.80785,1335.930127,1329.513906,1358.756643,2204.579072,1623.388005,1213.225504,1202.183886,1359.537843,1233.077764,1613.466621,1263.521129,1297.57549,1491.51054,1452.360007,1373.736057,1399.446007,1325.708097,1716.666636,1215.506426,2325.613749,1769.310473,1142.297823,1609.916116,1245.805902,928.3179698,1003.110904,1102.486842,1247.640484,1238.34438,999.264857,845.3263177,1236.572393,1012.25688
"Tau2.5.1",1246045.46,1576638.665,1514656.07,1520134.699,1753656.446,1451826.425,1954090.437,1489224.924,2532764.298,3961109.912,3221790.807,6270751.073,1887887.356,2506852.037,1616907.81,4368810.999,4482123.993,2664212.82,2449349.328,1190242.313,2015887.675,1273635.551,1056353.187,1619999.886,1321599.551,1125726.689,1348213.758,1247358.566,1851697.26,1706834.402,1709609.16,1252741.06,1289380.494,2055712.693,2065698.091,1871945.848,1821824.385,1259284.502,1899154.223,1651937.852,1626281.289,1433918.057,1110437.154,863064.118,1062705.663,1113524.187,1173049.402,1185581.762,1303845.24,2031714.467,1501723.527,2534126.289,2514492.484,3279510.313,2683339.29,2344676.733,3202294.48,1349427.598,1153819.897,1698561.52
"NPQ.5.1",0.175184612,0.23791909,0.34592074,0.094390118,0.098967702,0.116283802,0.224421532,0.100535164,0.08198769,0.260659527,0.232662632,0.23201599,0.222109302,0.226767443,0.169511189,0.60850583,0.77813009,0.542482939,0.386360586,0.345062641,0.459560971,0.174232152,0.330036392,0.227539166,0.09915049,0.157390535,0.278234373,0.406445825,0.682120673,0.530365983,0.104241381,0.04588865,0.110874891,0.271317932,0.130169777,0.373318303,0.211266456,0.171297858,0.198117258,0.276188891,0.106087119,0.108973308,0.208432435,0.259925269,0.208392751,0.054329304,0.043498438,0.046269829,0.248274818,0.08520199,0.143251203,0.414839565,0.369114283,0.477954663,0.34870603,0.407966388,0.363586206,0.194987941,0.162184752,0.263886964
"qP.5.1",0.502033214,0.523456738,0.606528589,0.391590149,0.350165567,0.392003948,0.558005987,0.391111891,0.312035715,0.464102679,0.41197567,0.382320854,0.420368851,0.390973815,0.423083214,0.785164717,0.870357942,0.806031085,0.792001669,0.825306041,0.904806793,0.432949802,0.624549612,0.484422087,0.316889572,0.409403971,0.647705385,0.692015877,0.841354459,0.719571592,0.481152459,0.340475916,0.426695409,0.566266627,0.469411823,0.694012762,0.688302455,0.648589972,0.60333711,0.696988404,0.392114529,0.502331578,0.578838867,0.885094354,0.627431849,0.434109686,0.416835198,0.44179745,0.518519314,0.326414572,0.394935546,0.734663985,0.661137672,0.768028984,0.635484905,0.683469473,0.676772402,0.644337291,0.558018725,0.681994097
"ABQ.5.1",0.173378727,0.271250484,0.234563255,0.279179836,0.349814448,0.172132414,0,0.118604758,0.183497791,0.140795807,0.343191018,0.191157077,0.024402842,0.0605598,0.166075855,0.333897078,0.269197624,0.264784844,0.19428544,0.212993331,0.162629628,0.243900368,0.268253013,0.270889999,0.186656227,0.229386007,0.311812067,0.176738356,0.207307405,0.220334412,0.162724888,0.368737402,0.234674659,0.20403542,0.4078919,0.12131582,0.101426324,0.237751792,0.239436045,0.207972911,0.212864188,0.118488102,0.316916703,0.129886779,0.097903891,0.138572261,0.191793032,0.23626292,0.236900679,0.330590503,0.2611919,0.176925584,0.395726006,0.327251878,0.340501386,0.237389509,0.29316021,0.147391501,0.166937442,0.029491639
"Quant.6.1",0.219780171,0.194561525,0.187545777,0.177507264,0.155335639,0.168046377,0.164903055,0.168509324,0.129643543,0.132831319,0.112488577,0.064816689,0.14963947,0.137286574,0.180378384,0.127178524,0.138668828,0.177095879,0.17063337,0.209151127,0.204586703,0.170045873,0.227580132,0.148135396,0.133717153,0.165453544,0.20518665,0.185029194,0.168196117,0.135549746,0.167722355,0.163391582,0.167392351,0.159380966,0.154684477,0.165436753,0.158836285,0.188617966,0.156768738,0.18206186,0.151731521,0.196833891,0.20966133,0.228099613,0.20129224,0.213173389,0.185637311,0.195908194,0.178518731,0.132146881,0.159174827,0.175441301,0.168980148,0.147957644,0.144668126,0.130648405,0.134656822,0.231312897,0.215775074,0.216369
"Sigma.6.1",2.140708713,2.110173938,2.042812726,2.302203081,2.54775741,2.449592162,2.645090146,2.237480949,2.565162168,3.79309151,3.420796475,3.194623603,2.880317536,2.652168029,2.908498629,2.5785075,2.355554261,1.969853596,2.794041152,3.365995702,2.731262226,2.60078972,3.38861611,3.147128788,2.977256748,2.879640462,2.073236123,3.101153768,3.268979566,3.031458255,3.100589806,2.443684422,2.078025709,2.360477898,3.104645609,2.727966721,2.697949998,3.321639475,2.769004741,2.892593515,2.428630747,3.100444305,2.699368125,3.329019094,3.265598096,2.377150801,4.022143808,3.273694189,3.047267451,3.286755507,2.633390867,2.480508527,2.512841171,2.502252912,3.184617205,3.390906119,2.802379584,2.128132108,2.528288327,2.373994188
"Connect.6.1",0.159855591,0.216792849,0.250317539,0.351858995,0.048168194,0.229138185,0.213715626,0.305479897,0.256106131,0.098036638,0.081966351,0.193476827,0,0.189180552,0.061806678,0.462900884,0,0.160370499,0,0.108291321,0.036730706,0.136570217,0.131298284,0.113083222,0.225259284,0.133698595,0.101356525,0.213218497,0.2991603,0.411300508,0.169390132,0,0.273189433,0.052589937,0.195100013,0.261580927,0.292470582,0.149885214,0.174734998,0.20557681,0.165167,0.138180323,0.220737119,0.005538923,0.237011707,0.269715024,0.111667577,0.197664262,0.172397269,0.166912903,0.155206872,0.129972718,0.164489799,0.287309926,0,0.398854226,0.240932331,0.080703334,0.01244807,0.054528517
"Tau1.6.1",1044.598902,1047.602795,1143.813274,1219.545424,1355.573329,1529.499613,1511.319386,1460.584999,1585.270631,1383.531397,1299.067523,1692.287713,1494.778061,1405.90815,1462.366672,742.4633888,977.1493637,1004.990814,1115.648019,1264.683572,1220.477001,1171.886137,1374.154126,1493.740298,1874.164522,1810.869755,1295.957341,1395.307426,1454.336811,936.6280403,2025.886358,1626.882715,1082.278901,1111.388889,1299.66796,1289.506502,1269.636299,1402.268671,1247.197797,1372.558802,1567.215242,1314.467678,1389.981541,1528.066035,1498.794896,1418.966789,2282.995026,1651.475959,1040.370863,1909.158197,1253.209447,900.0711371,869.1874989,844.1944659,1358.256062,1069.535739,869.0281633,966.1705562,1167.255157,837.9420557
"Tau2.6.1",1120596.659,1458238.45,1583265.977,1352002.934,1590744.137,1522994.803,1569852.764,1529748.535,3194068.053,2844279.961,3497094.717,9070111.631,2034121.361,1891698.779,1547475.32,2900325.372,2397581.956,2184106.507,1806304.806,1328024.945,1541163.836,1268992.169,922648.4963,1912344.112,1512119.162,1280220.242,1197811.042,1647433.145,2405761.391,1759330.905,1514202.725,1342673.476,1176560.979,1957833.759,2506587.098,1640846.727,1521268.282,1432105.832,1561935.217,1238022.739,1813675.118,1269454.952,1304712.671,1016270.835,1098970.053,1391484.321,1030770.138,1099704.038,1364409.067,1982030.227,1624482.424,2298302.967,2018653.282,3209607.495,2165295.532,2110972.483,2244071.897,1150977.977,1045840.776,1212441.682
"NPQ.6.1",0.26112184,0.366750276,0.474986037,0.151270262,0.148681658,0.16666559,0.324218188,0.159543356,0.15551124,0.400283706,0.399234547,0.022481091,0.317696905,0.287071694,0.249218275,0.821447148,0.95575026,0.703742401,0.428213209,0.383693349,0.457294719,0.255282775,0.448749551,0.311255674,0.171925894,0.231276403,0.343147393,0.514259942,0.777907876,0.6513748,0.136986091,0.075497548,0.155494725,0.364990369,0.222599202,0.469656027,0.236881402,0.230112372,0.272160544,0.337965029,0.147368408,0.140572072,0.306101432,0.294774468,0.284848592,0.067725207,0.064171815,0.078648055,0.334789888,0.128732988,0.181772236,0.558844812,0.535277149,0.659205434,0.496760582,0.572194413,0.505845966,0.225925875,0.202379309,0.279551915
"qP.6.1",0.595453159,0.632632606,0.706455737,0.467339177,0.419785499,0.46158403,0.671176028,0.480001816,0.418135105,0.596977863,0.557487645,0.125850259,0.522787813,0.469343794,0.516140385,0.903444482,0.964144287,0.901182437,0.85518102,0.862791412,0.930294142,0.517296324,0.727316258,0.590312598,0.405224353,0.495220926,0.720138442,0.773400532,0.886187047,0.783365407,0.556324732,0.394975679,0.488392517,0.674192623,0.59293601,0.778663865,0.713987457,0.706456962,0.698215494,0.772501319,0.475968068,0.591989819,0.684489235,0.927311773,0.69673277,0.482285066,0.456555879,0.50033579,0.606930125,0.392384301,0.467611325,0.847356665,0.819804272,0.890916778,0.777650758,0.802349232,0.804966137,0.709012607,0.632333822,0.742688528
"ABQ.6.1",0.172778174,0.236838175,0.247101318,0.264173839,0.352679291,0.296980018,0.125590612,0.216869936,0.130404274,0.134575628,0.237841676,0.302329784,0.248969201,0.201614258,0.121089659,0.168436499,0.147545188,0.307772277,0.287657627,0.165587732,0.235978925,0.257398619,0.263639707,0.237199567,0.09037514,0.216722682,0.317975892,0.144236596,0.193490115,0.158703967,0.204225263,0.342870866,0.201001825,0.180605626,0.428441623,0.072245785,0.144821249,0.110991009,0.157461213,0.272737139,0.357394529,0.14868335,0.200635992,0.090395864,0.052840474,0.165343817,0.156064567,0.107402823,0.290367623,0.183621579,0.343698984,0.279655439,0.320227408,0.211039539,0.292770875,0.190764403,0.224847687,0.192627161,0.207252024,0.110249535
"Quant.7.1",0.224886081,0.184509474,0.185229007,0.183323027,0.15435334,0.176385936,0.175423598,0.178765316,0.13674179,0.152262568,0.115762155,0.069505703,0.146283842,0.153934538,0.176998434,0.142028004,0.145106645,0.182401976,0.161893892,0.208488473,0.202777378,0.178795991,0.23807412,0.153819532,0.148040762,0.166200347,0.207461351,0.198156032,0.169767121,0.15029038,0.171629133,0.160842263,0.168645574,0.16413599,0.154978682,0.178380725,0.178586897,0.210207025,0.172727133,0.190093128,0.155846245,0.20336077,0.198510558,0.219408059,0.214020747,0.202244082,0.191214803,0.195341838,0.185499966,0.138702761,0.17365822,0.18432446,0.168388273,0.162921199,0.151124236,0.151217647,0.145372762,0.236430724,0.223024649,0.215073477
"Sigma.7.1",2.221604381,2.06596543,2.21756025,2.333385225,2.570249138,2.628573397,2.700814562,2.625011143,2.402173891,3.329608623,3.94626748,3.314998344,2.977448629,2.905292999,2.855610862,2.270578746,2.043895227,1.997870011,3.460462908,3.402646345,2.593978206,2.662818474,3.352521015,2.870448686,2.662439341,3.06964484,2.231009671,2.875131244,3.066854117,2.411306296,3.080543891,3.207326339,2.059220397,2.199164901,2.935358704,2.24971048,2.654964719,2.890607578,2.548208015,3.20827282,2.734845056,3.053502388,2.870339724,3.659854835,2.865147029,2.339559155,3.995890315,3.033916425,3.020717833,3.240598344,2.621781156,2.88857985,3.019894337,2.809628615,3.222750142,3.20722271,2.66437411,2.253550118,2.60267615,2.218467415
"Connect.7.1",0.152744257,0.385239531,0.256392954,0.248972351,0.253332978,0.168036884,0.22649648,0.255991111,0.259882201,0,0.279024248,0.347256499,0.242145376,0.082167275,0.257998929,0.082203079,0.257990672,0.199826863,0.280768546,0.254823903,0.196661011,0.227854406,0.113631797,0,0.145767641,0.295196829,0.098135413,0.203019574,0.346864261,0.177044532,0.084601984,0.212010265,0.266184335,0.269481804,0.291825796,0.250183027,0.094687785,0,0.219132544,0.141195106,0.129857306,0.165594736,0.304415495,0.142939426,0.015719516,0.302385362,0.242717589,0.329281451,0.122289865,0.154376854,0,0.201687162,0.039391283,0.16174018,0.161721053,0.091187065,0.178597482,0.073947179,0.144188915,0.163685985
"Tau1.7.1",985.1257662,1145.567322,1255.547923,1432.498527,1408.022857,1465.229874,1471.306427,1426.28141,1624.481489,1227.628146,1451.893924,1565.010941,1372.620688,1367.775562,1284.015567,746.3004524,1244.254635,924.172957,1109.749324,1392.543557,1078.551549,1021.165316,1280.707465,1235.321987,1740.811356,1679.953178,1530.166579,1251.325708,1155.178929,912.0421582,2067.750468,1625.705635,1316.761401,1010.667509,1273.056317,1448.526946,1489.663571,1523.218923,1349.460475,1525.930226,1308.310248,1679.929284,1162.30139,1330.997452,1206.404691,1239.590931,2388.584599,2029.456465,1016.224525,1579.538938,1367.602989,896.0317453,1055.303151,826.8037547,1095.896581,1149.849169,855.0650679,1048.986302,1202.280629,976.6373386
"Tau2.7.1",1243396.469,1764566.698,2070646.158,1672490.601,1346906.909,1412277.161,1967089.509,1521088.381,2882196.869,2606304.747,4785201.979,6212220.352,1768124.551,1738891.888,1447450.361,4500801.389,2548492.175,1602563.045,1569543.591,1359443.413,1846400.967,1147042.9,900269.9543,1494328.29,1228110.742,1111863.021,985548.6068,1242749.265,1689907.001,1940661.427,1475532.419,1410115.2,1355335.293,1742525.525,1747848.559,1845825.996,1190387.779,1392816.569,1705297.326,1115830.647,1418323.387,1772725.911,1244630.341,960718.7757,935331.7712,1367604.336,1209589.792,1276948.664,1206039.068,1894891.47,1474317.718,2007273.611,2030746.471,2106028.951,2176287.098,1768351.626,2675716.147,1371256.865,1018420.868,1406033.396
"NPQ.7.1",0.349698139,0.495541473,0.587176334,0.200694842,0.205610022,0.222105212,0.392207407,0.235144208,0.232189908,0.497920853,0.5499506,0.11868867,0.424060427,0.373640521,0.326331314,0.887902052,1.005390046,0.77516416,0.476544757,0.395672081,0.456163881,0.322372377,0.525149371,0.371179909,0.220984076,0.303526609,0.388372383,0.575404059,0.812246518,0.690351436,0.173453695,0.117326441,0.193387077,0.43590666,0.29115188,0.499984484,0.238246093,0.237196768,0.311950969,0.3706916,0.198557944,0.167823604,0.367721475,0.322586815,0.32350622,0.092136563,0.088768608,0.09852923,0.395385079,0.160229606,0.227012827,0.653554526,0.653497922,0.737597855,0.588133716,0.641806372,0.573310358,0.249936649,0.239259128,0.288109611
"qP.7.1",0.664760343,0.700453901,0.765396051,0.523390868,0.473565739,0.524609325,0.740869352,0.568557033,0.507315893,0.680613195,0.654726239,0.247972541,0.590364262,0.546729255,0.569568354,0.946349254,0.988458155,0.940265992,0.88187713,0.871713687,0.9268809,0.578610366,0.779646099,0.645136007,0.469598569,0.553841051,0.757030854,0.822337727,0.902393633,0.817543618,0.610458883,0.4427021,0.530215862,0.733382514,0.663909006,0.814901928,0.751256593,0.750510812,0.765035347,0.813157399,0.539888664,0.636057902,0.717613027,0.941008999,0.747877316,0.49413549,0.500142893,0.525841933,0.657005744,0.437412583,0.529261991,0.911520825,0.88832859,0.949116768,0.844690251,0.866913732,0.864490407,0.739693071,0.678262458,0.748557934
"ABQ.7.1",0.141518123,0.252826547,0.182696403,0.254207456,0.346964712,0.245613351,0.10716933,0.081232336,0.185657665,0.24032298,0.120765988,0.276041281,0.223642673,0.125415704,0.137071652,0.267742906,0.26033191,0.297927008,0.117753023,0.156502235,0.27438164,0.239687599,0.271483321,0.304261234,0.186559569,0.165040494,0.266073766,0.206607513,0.243357717,0.330809713,0.209370101,0.137520557,0.208232443,0.236602321,0.459606967,0.234895952,0.158446445,0.226353086,0.224644127,0.193368285,0.276371512,0.161572611,0.150006165,0,0.16898797,0.178542853,0.161573135,0.172780022,0.296550366,0.195086293,0.346592388,0.161150723,0.183059628,0.114123965,0.28430244,0.234600224,0.263020696,0.145045954,0.183927629,0.168539492
"Quant.8.1",0.228399135,0.217385124,0.201087829,0.185438576,0.165294679,0.181820248,0.181052839,0.187304234,0.137127524,0.136924084,0.113801168,0.088879491,0.144766414,0.156242762,0.189050361,0.142123408,0.135033372,0.19046314,0.177561849,0.228499015,0.210660117,0.188419829,0.243239148,0.162125526,0.154445633,0.18021951,0.217487354,0.199448722,0.183442627,0.153607375,0.178999709,0.167126637,0.171825557,0.165497234,0.160105789,0.174362897,0.173407988,0.20938993,0.179066295,0.20105239,0.16056258,0.20553153,0.21741591,0.242962842,0.209449461,0.214167163,0.195869586,0.200543917,0.187081063,0.139072397,0.181650558,0.187302672,0.179900789,0.174890951,0.157683917,0.155029903,0.146461695,0.246015101,0.225349596,0.220214804
